id,eblocal_id,dawa_id,change,geo_change,name,type,zip,population,longitude,latitude,municipality_id,municipality_name,created_at,updated_at
1775,10387,12337669-c4c4-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Vigerslev,by,5471,52,10.21519295,55.47324784,480,Nordfyns,2022-04-03 17:46:51,2022-04-06 09:55:48
1776,10380,12337669-c445-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Møllerled,by,5400,13,10.18671928,55.56473769,480,Nordfyns,2022-04-03 17:46:51,2022-04-06 09:55:47
1777,10372,12337669-c3d5-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Lille Viby,by,5300,25,10.6173311,55.45322304,440,Kerteminde,2022-04-03 17:46:51,2022-04-06 09:55:30
1778,10374,12337669-c3ee-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Dræby,by,5330,133,10.52325924,55.45033632,440,Kerteminde,2022-04-03 17:46:52,2022-04-06 09:55:30
1779,10417,12337669-c1f5-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Horseballe,by,5672,9,10.24211069,55.15761172,430,Faaborg-Midtfyn,2022-04-03 17:46:52,2022-04-06 09:55:23
1780,10381,12337669-c3e8-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Østrup,by,5450,266,10.42007059,55.49327935,480,Nordfyns,2022-04-03 17:46:52,2022-04-06 09:55:47
1781,10372,12337669-c3ce-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Over Kærby,by,5300,29,10.6250739,55.46384781,440,Kerteminde,2022-04-03 17:46:52,2022-04-06 09:55:30
1782,10379,12337669-c3b0-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Egense,by,5390,10,10.6329839,55.55393475,440,Kerteminde,2022-04-03 17:46:52,2022-04-06 09:55:30
1783,10413,12337669-c3a6-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Sædholm,by,5620,5,10.08889513,55.32887488,420,Assens,2022-04-03 17:46:52,2022-04-06 09:55:15
1784,10850,12337669-cd1a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Føltved,by,9352,4,10.22686627,57.25003843,810,Brønderslev,2022-04-03 17:46:52,2022-04-06 09:59:35
1785,10851,12337669-cd1a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Føltved,by,9352,4,10.22686627,57.25003843,813,Frederikshavn,2022-04-03 17:46:52,2022-04-06 09:48:20
1786,10903,12337669-bcd4-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Røgilhuse,by,9670,5,9.27056409,56.93247756,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1787,10368,12337669-c288-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Borreby,by,5260,8,10.29775242,55.31618003,461,Odense,2022-04-03 17:46:52,2022-04-06 09:18:13
1788,10772,12337669-b576-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Sivkær,by,8740,17,9.63719133,56.01640697,615,Horsens,2022-04-03 17:46:52,2022-04-06 09:57:33
1789,10407,12337669-c1ef-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Åbylund,by,5600,1,10.33266707,55.18551039,430,Faaborg-Midtfyn,2022-04-03 17:46:52,2022-04-06 09:55:22
1790,10407,12337669-c1ea-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Kalovnshuse,by,5600,7,10.19210558,55.16280818,430,Faaborg-Midtfyn,2022-04-03 17:46:52,2022-04-06 09:55:22
1791,10425,12337669-c1d7-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Stenstrup,by,5771,1784,10.50330818,55.13218991,479,Svendborg,2022-04-03 17:46:52,2022-04-06 09:55:41
1792,10206,12337669-d1c6-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Bukkedal,by,4200,7,11.34666484,55.30532168,330,Slagelse,2022-04-03 17:46:52,2022-04-06 09:53:41
1793,10879,12337669-cb2b-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Horsens Hedegårde,by,9520,6,9.98880942,56.87951901,840,Rebild,2022-04-03 17:46:52,2022-04-06 09:59:45
1794,10418,12337669-c23f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Nabben,by,5683,14,10.10015457,55.18749119,420,Assens,2022-04-03 17:46:52,2022-04-06 09:55:14
1795,10921,12337669-ce15-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Snerpen,by,9870,9,10.32996877,57.45872905,860,Hjørring,2022-04-03 17:46:52,2022-04-06 09:47:49
1796,10578,12337669-c5a8-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Skævlund,by,7130,11,9.95666452,55.78043552,766,Hedensted,2022-04-03 17:46:52,2022-04-06 09:59:07
1797,10841,12337669-cb20-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Regel,by,9293,7,10.13569897,56.90912295,851,Aalborg,2022-04-03 17:46:52,2022-04-06 08:55:37
1798,10852,12337669-cb0c-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Sandbjerg Gårde,by,9362,8,10.1769041,57.01543018,851,Aalborg,2022-04-03 17:46:52,2022-04-06 08:55:38
1799,10345,12337669-d097-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Bøgeskov,by,4913,20,11.24292456,54.89133395,360,Lolland,2022-04-03 17:46:52,2022-04-06 09:54:13
1800,10384,12337669-c588-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Broskov,by,5464,14,10.00203746,55.5072852,410,Middelfart,2022-04-03 17:46:52,2022-04-06 09:54:56
1801,10673,12337669-bc9a-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Hegnetsmølle,by,7870,5,9.00972866,56.73020572,779,Skive,2022-04-03 17:46:52,2022-04-06 09:59:14
1802,10478,12337669-ade7-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Skelde Kobbel,by,6310,16,9.74248095,54.85786874,540,Sønderborg,2022-04-03 17:46:52,2022-04-06 09:56:33
1803,10407,12337669-c213-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Rallebæk,by,5600,13,10.25397772,55.11726253,430,Faaborg-Midtfyn,2022-04-03 17:46:52,2022-04-06 09:55:22
1804,10381,12337669-c45e-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Ringe Mark,by,5450,23,10.28809142,55.55263867,480,Nordfyns,2022-04-03 17:46:52,2022-04-06 09:55:47
1805,10891,12337669-bab6-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Morum,by,9600,19,9.45130169,56.77103505,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1806,10380,12337669-c457-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Klinte,by,5400,27,10.2599048,55.58294238,480,Nordfyns,2022-04-03 17:46:52,2022-04-06 09:55:47
1807,10901,12337669-bc4e-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Skinderup,by,9632,12,9.4267827,56.63033896,791,Viborg,2022-04-03 17:46:52,2022-04-06 09:59:29
1808,10185,12337669-d915-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Almstofte,by,4100,8,11.82182871,55.37110644,329,Ringsted,2022-04-03 17:46:52,2022-04-06 09:53:34
1809,10885,12337669-ca94-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Fjelsted,by,9550,22,9.93814026,56.62563038,846,Mariagerfjord,2022-04-03 17:46:52,2022-04-06 09:59:52
1810,10887,12337669-ca5b-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Sønder Hurup,by,9560,28,10.25602304,56.80445057,846,Mariagerfjord,2022-04-03 17:46:52,2022-04-06 09:59:52
1811,10885,12337669-ca9e-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Mariager,by,9550,2539,9.97695476,56.65039294,846,Mariagerfjord,2022-04-03 17:46:52,2022-04-06 09:59:52
1812,10380,12337669-c48d-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Nørreby Hals,by,5400,21,10.27060836,55.6049637,480,Nordfyns,2022-04-03 17:46:52,2022-04-06 09:55:47
1813,10451,12337669-bfbb-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Vieskoven,by,5970,1,10.35190479,54.86602048,492,Ærø,2022-04-03 17:46:52,2022-04-06 09:56:04
1814,10399,12337669-c0ed-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Brabæk Huse,by,5550,6,10.58726559,55.38511428,440,Kerteminde,2022-04-03 17:46:52,2022-04-06 09:55:30
1815,10347,12337669-cf95-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Revshale,by,4930,9,11.53101957,54.7628205,360,Lolland,2022-04-03 17:46:52,2022-04-06 09:54:12
1816,10421,12337669-c0bc-6b98-e053-d480220a5a3f,2022-01-27T23:55:14.818Z,2022-01-27T23:55:14.818Z,Ringe,by,5750,6244,10.48213825,55.23373248,430,Faaborg-Midtfyn,2022-04-03 17:46:52,2022-04-06 09:55:23
1817,10351,12337669-cf87-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Ravnsby,by,4943,4,11.35465176,54.89641755,360,Lolland,2022-04-03 17:46:52,2022-04-06 09:54:13
1818,10349,12337669-cf5e-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Grydehøj,by,4941,4,11.43682922,54.84372522,360,Lolland,2022-04-03 17:46:52,2022-04-06 09:54:13
1819,10347,12337669-cf29-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Åmose Huse,by,4930,21,11.51836582,54.80526598,360,Lolland,2022-04-03 17:46:52,2022-04-06 09:54:12
1820,10902,12337669-bc3d-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Tinghuse,by,9640,5,9.27527094,56.71391528,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1821,10413,12337669-c31f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Stævnebro,by,5620,10,10.07135924,55.25964757,420,Assens,2022-04-03 17:46:52,2022-04-06 09:55:15
1822,10392,12337669-c375-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Egen,by,5492,11,10.13073802,55.39644594,420,Assens,2022-04-03 17:46:52,2022-04-06 09:55:15
1823,10835,12337669-baf3-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Kryb-i-Ly,by,9240,8,9.6854994,56.93370514,851,Aalborg,2022-04-03 17:46:52,2022-04-06 08:55:38
1824,10576,12337669-b2db-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Skibsholt,by,7120,4,9.6753559,55.72674476,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:52
1825,10574,12337669-b2b0-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Hornstrup,by,7100,36,9.55625461,55.75171859,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:51
1826,10574,12337669-b2ae-6b98-e053-d480220a5a3f,2022-02-23T23:54:14.011Z,2022-02-23T23:54:14.011Z,Grejs,by,7100,1268,9.54556798,55.76281417,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:51
1827,10573,12337669-b295-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Tornvadshave,by,7080,7,9.62272503,55.63184654,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:52
1828,10657,12337669-ad0d-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Hedegårde,by,7755,9,8.34594693,56.83297559,787,Thisted,2022-04-03 17:46:52,2022-04-06 09:59:22
1829,10429,12337669-c05b-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Blankenborg,by,5800,17,10.74009478,55.29286258,450,Nyborg,2022-04-03 17:46:52,2022-04-06 09:55:36
1830,10716,12337669-c788-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Brokær,by,8462,5,10.04841525,56.14464273,751,Aarhus,2022-04-03 17:46:52,2022-04-06 08:53:48
1831,10431,12337669-c068-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Ellested,by,5853,92,10.60541642,55.25084424,450,Nyborg,2022-04-03 17:46:52,2022-04-06 09:55:36
1832,10429,12337669-c046-6b98-e053-d480220a5a3f,2022-03-15T23:53:04.984Z,2022-03-15T23:53:04.984Z,Nyborg,by,5800,17415,10.7979601,55.31726985,450,Nyborg,2022-04-03 17:46:52,2022-04-06 09:55:36
1833,10661,12337669-acdd-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Barslev,by,7790,15,8.50184709,56.64896121,671,Struer,2022-04-03 17:46:52,2022-04-06 09:58:12
1834,10632,12337669-aa64-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Vognstrup,by,7500,15,8.53712966,56.39501183,661,Holstebro,2022-04-03 17:46:52,2022-04-06 09:48:30
1835,10505,12337669-b4ac-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Remmerlund,by,6623,4,9.08136469,55.63738431,530,Billund,2022-04-03 17:46:52,2022-04-06 09:56:26
1836,10455,12337669-b4bc-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Tågelund,by,6040,14,9.24704985,55.62475468,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:51
1837,10555,12337669-a7dd-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Hermansgårde,by,6893,5,8.42023592,55.8275607,760,Ringkøbing-Skjern,2022-04-03 17:46:52,2022-04-06 09:47:18
1838,10586,12337669-b47f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Bredstengårde,by,7182,6,9.38089249,55.69489149,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:52
1839,10503,12337669-b41f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Krogslund,by,6621,6,9.22045166,55.50948204,575,Vejen,2022-04-03 17:46:52,2022-04-06 09:57:14
1840,10603,12337669-b45f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Skovdallund,by,7300,14,9.41691115,55.74008093,630,Vejle,2022-04-03 17:46:52,2022-04-06 09:57:52
1841,10381,12337669-c47e-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Horsebækgyde,by,5450,4,10.37479552,55.5195275,480,Nordfyns,2022-04-03 17:46:52,2022-04-06 09:55:47
1842,10902,12337669-bc2a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Svoldrup,by,9640,13,9.37655889,56.76296675,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1843,10896,12337669-bbdd-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Skærshale,by,9620,13,9.53583446,56.68131134,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1844,10891,12337669-bc04-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Kællingtandgårde,by,9600,7,9.50788034,56.74598281,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1845,10891,12337669-bbf9-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2020-01-31T22:31:56.214Z,Aars,by,9600,8427,9.51466617,56.80220339,820,Vesthimmerlands,2022-04-03 17:46:52,2022-04-06 09:47:38
1846,10472,12337669-e26c-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Vongshøj,by,6240,7,8.91647529,55.08704511,550,Tønder,2022-04-03 17:46:52,2022-04-06 09:56:41
1847,10699,12337669-c70b-6b98-e053-d480220a5a3f,2022-02-09T23:50:18.800Z,2022-02-09T23:50:18.800Z,Solbjerg,by,8355,4550,10.08880996,56.04187373,751,Aarhus,2022-04-03 17:46:52,2022-04-06 08:53:47
1848,10712,12337669-c85e-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Nygårde,by,8444,7,10.73424116,56.31257713,706,Syddjurs,2022-04-03 17:46:52,2022-04-06 09:58:18
1849,10348,12337669-cfa8-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Olstrup,by,4930,13,11.58111471,54.76267042,376,Guldborgsund,2022-04-03 17:46:52,2022-04-06 09:54:44
1850,10740,12337669-c7c1-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Skippershoved,by,8585,6,10.64225362,56.49735659,707,Norddjurs,2022-04-03 17:46:52,2022-04-06 09:58:24
1851,10789,12337669-c607-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Løkkegårde,by,8799,4,10.4128982,55.95805246,727,Odder,2022-04-03 17:46:52,2022-04-06 09:58:32
1852,10751,12337669-b919-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Grønbæk Huse,by,8643,13,9.5829817,56.27590497,740,Silkeborg,2022-04-03 17:46:52,2022-04-06 09:58:51
1853,10492,12337669-a320-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Øbjerg,by,6520,7,8.92513362,55.13891655,550,Tønder,2022-04-03 17:46:52,2022-04-06 09:56:42
1854,10532,12337669-a2bc-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Lundsmark,by,6760,16,8.75504263,55.26428113,561,Esbjerg,2022-04-03 17:46:52,2022-04-06 09:56:50
1855,10879,12337669-bb16-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Birkeholm,by,9520,3,9.88395716,56.88325968,840,Rebild,2022-04-03 17:46:52,2022-04-06 09:59:45
1856,10490,12337669-a272-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Fole,by,6510,228,8.98137034,55.31616832,510,Haderslev,2022-04-03 17:46:52,2022-04-06 09:56:21
1857,10652,12337669-abe1-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Øster Skårup,by,7700,8,8.63661037,57.01135943,787,Thisted,2022-04-03 17:46:52,2022-04-06 09:59:22
1858,10802,12337669-b8c8-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Tjærbæk,by,8870,15,9.85247198,56.34146527,710,Favrskov,2022-04-03 17:46:52,2022-04-06 09:49:27
1859,10792,12337669-b866-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Koldbæk,by,8830,8,9.63446929,56.44326253,791,Viborg,2022-04-03 17:46:52,2022-04-06 09:59:30
1860,10637,12337669-aa0c-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Vejvad,by,7550,14,8.7048954,56.2673379,657,Herning,2022-04-03 17:46:52,2022-04-06 09:58:00
1861,10644,12337669-a98d-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Vejrumstad,by,7600,189,8.58375842,56.43489543,671,Struer,2022-04-03 17:46:52,2022-04-06 09:58:12
1862,10663,12337669-a919-6b98-e053-d480220a5a3f,2020-06-26T22:59:30.931Z,2018-09-19T16:01:57.739Z,Estvad,by,7800,43,8.96736358,56.52915941,779,Skive,2022-04-03 17:46:52,2022-04-06 09:59:14
1863,10486,12337669-aff7-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Hønsehøj,by,6430,12,9.89278207,55.00731642,540,Sønderborg,2022-04-03 17:46:52,2022-04-06 09:56:33
1864,10759,12337669-b547-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Østerlev Huse,by,8660,6,9.87694256,56.07779844,746,Skanderborg,2022-04-03 17:46:52,2022-04-06 09:58:57
1865,10436,12337669-c084-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Tårup,by,5871,294,10.77371973,55.23592738,450,Nyborg,2022-04-03 17:46:52,2022-04-06 09:55:36
1866,10195,12337669-d927-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Maderne,by,4171,8,11.71805286,55.38584149,370,Næstved,2022-04-03 17:46:52,2022-04-06 09:54:35
1867,10654,12337669-ad36-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Hjardemål Klit,by,7741,7,8.88083067,57.09628395,787,Thisted,2022-04-03 17:46:52,2022-04-06 09:59:22
1868,10476,12337669-ad70-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Rinkenæs,by,6300,1235,9.55835494,54.89356143,540,Sønderborg,2022-04-03 17:46:52,2022-04-06 09:56:32
1870,10119,12337669-de28-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Lindebjerggård,by,3320,5,12.18033187,55.92086461,219,Hillerød,2022-04-03 17:46:52,2022-04-06 09:43:51
1871,10318,12337669-d828-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Nyskov,by,4750,4,11.89736568,55.13589576,370,Næstved,2022-04-03 17:46:52,2022-04-06 09:54:36
1872,10319,12337669-d828-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Nyskov,by,4750,4,11.89736568,55.13589576,390,Vordingborg,2022-04-03 17:46:52,2022-04-06 09:54:50
1873,10501,12337669-b3d2-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Vamdrup,by,6580,4844,9.29097467,55.42738486,621,Kolding,2022-04-03 17:46:52,2022-04-06 09:57:41
1874,10555,12337669-a7eb-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Svink,by,6893,1,8.33236354,55.86608541,760,Ringkøbing-Skjern,2022-04-03 17:46:52,2022-04-06 09:47:18
1875,10556,12337669-a7b5-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Knude,by,6900,4,8.45509301,55.94827337,760,Ringkøbing-Skjern,2022-04-03 17:46:52,2022-04-06 09:47:17
1876,10556,12337669-a774-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Albæk,by,6900,8,8.5712623,55.94320138,760,Ringkøbing-Skjern,2022-04-03 17:46:52,2022-04-06 09:47:17
1877,10690,12337669-c68a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Balle-Findal,by,8300,2,10.12091168,56.00461061,727,Odder,2022-04-03 17:46:52,2022-04-06 09:58:32
1878,10691,12337669-c68a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Balle-Findal,by,8300,2,10.12091168,56.00461061,751,Aarhus,2022-04-03 17:46:52,2022-04-06 08:53:47
1879,10325,12337669-e35b-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Hampeland,by,4791,1,12.53866346,54.94675567,390,Vordingborg,2022-04-03 17:46:52,2022-04-06 09:54:50
1880,10690,12337669-c668-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Lerdrup,by,8300,26,10.1377324,55.89136218,727,Odder,2022-04-03 17:46:52,2022-04-06 09:58:32
1881,10486,12337669-afd2-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Nordborg,by,6430,5758,9.75514961,55.05196767,540,Sønderborg,2022-04-03 17:46:52,2022-04-06 09:56:33
1883,10528,12337669-a504-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Strat,by,6740,31,8.74762618,55.4284313,561,Esbjerg,2022-04-03 17:46:52,2022-04-06 09:56:49
1884,10645,12337669-ab2a-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Trans,by,7620,1,8.12225405,56.49949394,665,Lemvig,2022-04-03 17:46:52,2022-04-06 09:58:05
1885,10675,12337669-abb5-6b98-e053-d480220a5a3f,2021-09-23T22:56:04.674Z,2018-09-19T16:01:57.739Z,Alsted,by,7900,44,8.8217355,56.84848167,773,Morsø,2022-04-03 17:46:52,2022-04-06 09:55:53
1886,10645,12337669-ab6f-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Dybe,by,7620,26,8.17228095,56.51050898,665,Lemvig,2022-04-03 17:46:52,2022-04-06 09:58:05
1887,10645,12337669-ab54-6b98-e053-d480220a5a3f,2019-08-13T22:08:18.787Z,2018-09-19T16:01:57.739Z,Nejrup,by,7620,2,8.18312258,56.56878751,665,Lemvig,2022-04-03 17:46:52,2022-04-06 09:58:05
